match_id,scenario,seed,turn,side,ship_id,ship_type,hull_frac,speed,avg_enemy_dist,min_enemy_dist,p_attack,p_reply,lfr,herfindahl,attacker_count,lambda2_own,force_ratio,n_alive_own,n_alive_enemy,axis_profile,allies_profile,damage_next,damaged,crosscheck_matched,crosscheck_total
IBS-S-03-003,IBS-S-03,21444994,1,axis,IBS-U-KM-HANS-LODY,DD,1.0,3.0,3.6,1.0,4.416666666666667,1.4166666666666667,3.0454545454545454,0.34567461730153076,3.0,0.0,1.3888888888888888,3.0,5.0,balanced,balanced,0,0,1,1
IBS-S-03-003,IBS-S-03,21444994,1,allies,IBS-U-RN-JAVELIN,DD,1.0,3.0,4.0,1.0,2.75,1.8611111111111112,1.4651162790697674,1.0,1.0,0.0,0.72,5.0,3.0,balanced,balanced,5,1,1,1
IBS-S-03-003,IBS-S-03,21444994,1,allies,IBS-U-RN-KASHMIR,DD,1.0,5.0,8.666666666666666,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.72,5.0,3.0,balanced,balanced,0,0,1,1
IBS-S-03-003,IBS-S-03,21444994,1,allies,IBS-U-RN-JERSEY,DD,1.0,4.0,4.666666666666667,2.0,1.6666666666666667,1.3611111111111112,1.2165354330708662,1.0,1.0,0.0,0.72,5.0,3.0,balanced,balanced,0,0,1,1
IBS-S-03-003,IBS-S-03,21444994,1,allies,IBS-U-RN-JACKAL,DD,1.0,4.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.72,5.0,3.0,balanced,balanced,0,0,1,1
IBS-S-03-003,IBS-S-03,21444994,1,allies,IBS-U-RN-JUPITER,DD,1.0,4.0,5.666666666666667,3.0,1.4166666666666667,1.1944444444444444,1.1785714285714286,1.0,1.0,0.0,0.72,5.0,3.0,balanced,balanced,0,0,1,1
IBS-S-03-003,IBS-S-03,21444994,2,axis,IBS-U-KM-KARL-GALSTER,DD,1.0,5.0,7.5,4.0,0.9722222222222222,2.1666666666666665,0.4611528822055138,1.0,1.0,0.0,1.1111111111111112,3.0,4.0,balanced,balanced,0,0,2,2
IBS-S-03-003,IBS-S-03,21444994,2,axis,IBS-U-KM-RICHARD-BEITZEN,DD,1.0,6.0,5.0,2.0,1.8888888888888888,1.0277777777777777,1.7989690721649485,0.5211937716262975,2.0,0.0,1.1111111111111112,3.0,4.0,balanced,balanced,0,0,2,2
IBS-S-03-003,IBS-S-03,21444994,2,axis,IBS-U-KM-HANS-LODY,DD,1.0,5.0,5.0,3.0,1.7222222222222223,0.9722222222222222,1.7336956521739133,0.5083246618106139,2.0,0.0,1.1111111111111112,3.0,4.0,balanced,balanced,1,1,2,2
IBS-S-03-003,IBS-S-03,21444994,2,allies,IBS-U-RN-KASHMIR,DD,1.0,1.0,6.333333333333333,4.0,2.1666666666666665,0.9722222222222222,2.168478260869565,1.0,1.0,0.0,0.9,4.0,3.0,balanced,balanced,0,0,2,2
