eta_v,eta_omega,geometry,R_plan,peak_ratio,share_ratio
0.9,1.3,head_on,turn+180,0.5246,0.025
0.9,1.3,head_on,turn-30,0.0,0.0
0.9,1.3,head_on,turn-60,1.0,0.025
0.9,1.3,head_on,turn-90,0.958,0.025
0.9,1.3,head_on,turn-120,0.6834,0.025
0.9,1.3,head_on,turn-180,0.5246,0.025
0.95,1.3,head_on,straight,0.0,0.0
0.95,1.3,head_on,turn+30,0.0,0.0
0.95,1.3,head_on,turn+60,1.0,0.025
0.95,1.3,head_on,turn+90,0.9654,0.025
0.95,1.3,head_on,turn+120,0.6802,0.025
0.95,1.3,head_on,turn+180,0.5473,0.025
0.95,1.3,head_on,turn-30,0.0,0.0
0.95,1.3,head_on,turn-60,1.0,0.025
0.95,1.3,head_on,turn-90,0.9654,0.025
0.95,1.3,head_on,turn-120,0.6802,0.025
0.95,1.3,head_on,turn-180,0.5473,0.025
1.0,1.3,head_on,straight,0.7809,0.025
1.0,1.3,head_on,turn+30,0.0,0.0
1.0,1.3,head_on,turn+60,0.4259,0.0
1.0,1.3,head_on,turn+90,0.3721,0.0
1.0,1.3,head_on,turn+120,0.33,0.0
1.0,1.3,head_on,turn+180,0.2793,0.0
1.0,1.3,head_on,turn-30,0.0,0.0
1.0,1.3,head_on,turn-60,0.9017,0.025
1.0,1.3,head_on,turn-90,1.0,0.025
1.0,1.3,head_on,turn-120,0.8887,0.025
1.0,1.3,head_on,turn-180,0.7962,0.025
1.05,1.3,head_on,straight,0.8208,0.025
1.05,1.3,head_on,turn+30,0.0,0.0
1.05,1.3,head_on,turn+60,0.4346,0.0
1.05,1.3,head_on,turn+90,0.3814,0.0
1.05,1.3,head_on,turn+120,0.3431,0.0
1.05,1.3,head_on,turn+180,0.2957,0.0
1.05,1.3,head_on,turn-30,0.0,0.0
1.05,1.3,head_on,turn-60,0.8942,0.025
1.05,1.3,head_on,turn-90,1.0,0.025
1.05,1.3,head_on,turn-120,0.9707,0.025
1.05,1.3,head_on,turn-180,0.8814,0.025
1.1,1.3,head_on,straight,0.8286,0.025
1.1,1.3,head_on,turn+30,0.0,0.0
1.1,1.3,head_on,turn+60,0.4246,0.0
1.1,1.3,head_on,turn+90,0.3744,0.0
1.1,1.3,head_on,turn+120,0.3418,0.0
1.1,1.3,head_on,turn+180,0.2987,0.0
1.1,1.3,head_on,turn-30,0.0,0.0
1.1,1.3,head_on,turn-60,0.897,0.025
1.1,1.3,head_on,turn-90,0.9414,0.025
1.1,1.3,head_on,turn-120,1.0,0.025
1.1,1.3,head_on,turn-180,0.9707,0.05
1.15,1.3,head_on,straight,0.8269,0.025
1.15,1.3,head_on,turn+30,0.0,0.0
1.15,1.3,head_on,turn+60,0.0,0.0
1.15,1.3,head_on,turn+90,0.3646,0.0
1.15,1.3,head_on,turn+120,0.3357,0.0
1.15,1.3,head_on,turn+180,0.2962,0.0
1.15,1.3,head_on,turn-30,0.0,0.0
1.15,1.3,head_on,turn-60,0.8881,0.025
1.15,1.3,head_on,turn-90,0.9265,0.025
1.15,1.3,head_on,turn-120,1.0,0.025
1.15,1.3,head_on,turn-180,0.9149,0.025
1.2,1.3,head_on,straight,0.0,0.0
1.2,1.3,head_on,turn+30,0.0,0.0
1.2,1.3,head_on,turn+60,1.0,0.025
1.2,1.3,head_on,turn+90,0.9949,0.025
1.2,1.3,head_on,turn+120,0.9908,0.025
1.2,1.3,head_on,turn+180,0.9955,0.025
1.2,1.3,head_on,turn-30,0.0,0.0
1.2,1.3,head_on,turn-60,1.0,0.025
1.2,1.3,head_on,turn-90,0.9949,0.025
1.2,1.3,head_on,turn-120,0.9908,0.025
1.2,1.3,head_on,turn-180,0.9955,0.025
1.25,1.3,head_on,straight,0.0,0.0
1.25,1.3,head_on,turn+30,0.0,0.0
1.25,1.3,head_on,turn+60,0.9542,0.025
1.25,1.3,head_on,turn+90,0.9591,0.025
1.25,1.3,head_on,turn+120,0.9675,0.025
1.25,1.3,head_on,turn+180,1.0,0.025
1.25,1.3,head_on,turn-30,0.0,0.0
1.25,1.3,head_on,turn-60,0.9542,0.025
1.25,1.3,head_on,turn-90,0.9591,0.025
1.25,1.3,head_on,turn-120,0.9675,0.025
1.25,1.3,head_on,turn-180,1.0,0.025
1.3,1.3,head_on,straight,0.0,0.0
1.3,1.3,head_on,turn+30,0.0,0.0
1.3,1.3,head_on,turn+60,0.9067,0.025
1.3,1.3,head_on,turn+90,0.9207,0.025
1.3,1.3,head_on,turn+120,0.9405,0.025
1.3,1.3,head_on,turn+180,1.0,0.025
1.3,1.3,head_on,turn-30,0.0,0.0
1.3,1.3,head_on,turn-60,0.9067,0.025
1.3,1.3,head_on,turn-90,0.9207,0.025
1.3,1.3,head_on,turn-120,0.9405,0.025
1.3,1.3,head_on,turn-180,1.0,0.025
1.35,1.3,head_on,straight,0.0,0.0
1.35,1.3,head_on,turn+30,0.0,0.0
1.35,1.3,head_on,turn+60,0.0,0.0
1.35,1.3,head_on,turn+90,0.9663,0.025
1.35,1.3,head_on,turn+120,1.0,0.025
1.35,1.3,head_on,turn+180,0.0,0.0
1.35,1.3,head_on,turn-30,0.0,0.0
1.35,1.3,head_on,turn-60,0.0,0.0
1.35,1.3,head_on,turn-90,0.9663,0.025
1.35,1.3,head_on,turn-120,1.0,0.025
1.35,1.3,head_on,turn-180,0.0,0.0
1.4,1.3,head_on,straight,0.0,0.0
1.4,1.3,head_on,turn+30,0.0,0.0
1.4,1.3,head_on,turn+60,0.0,0.0
1.4,1.3,head_on,turn+90,0.954,0.025
1.4,1.3,head_on,turn+120,1.0,0.025
1.4,1.3,head_on,turn+180,0.0,0.0
1.4,1.3,head_on,turn-30,0.0,0.0
1.4,1.3,head_on,turn-60,0.0,0.0
1.4,1.3,head_on,turn-90,0.954,0.025
1.4,1.3,head_on,turn-120,1.0,0.025
1.4,1.3,head_on,turn-180,0.0,0.0
1.45,1.3,head_on,straight,0.0,0.0
1.45,1.3,head_on,turn+30,0.0,0.0
1.45,1.3,head_on,turn+60,0.0,0.0
1.45,1.3,head_on,turn+90,0.9413,0.025
1.45,1.3,head_on,turn+120,1.0,0.025
1.45,1.3,head_on,turn+180,0.0,0.0
1.45,1.3,head_on,turn-30,0.0,0.0
1.45,1.3,head_on,turn-60,0.0,0.0
1.45,1.3,head_on,turn-90,0.9413,0.025
1.45,1.3,head_on,turn-120,1.0,0.025
1.45,1.3,head_on,turn-180,0.0,0.0
1.5,1.3,head_on,straight,0.0,0.0
1.5,1.3,head_on,turn+30,0.0,0.0
1.5,1.3,head_on,turn+60,0.0,0.0
1.5,1.3,head_on,turn+90,0.9285,0.025
1.5,1.3,head_on,turn+120,1.0,0.025
1.5,1.3,head_on,turn+180,0.0,0.0
1.5,1.3,head_on,turn-30,0.0,0.0
1.5,1.3,head_on,turn-60,0.0,0.0
1.5,1.3,head_on,turn-90,0.9285,0.025
1.5,1.3,head_on,turn-120,1.0,0.025
1.5,1.3,head_on,turn-180,0.0,0.0
0.75,1.3,parallel,straight,0.2753,0.0
0.75,1.3,parallel,turn+30,0.0901,0.0
0.75,1.3,parallel,turn+60,0.1073,0.0
0.75,1.3,parallel,turn+90,0.1073,0.0
0.75,1.3,parallel,turn+120,0.1073,0.0
0.75,1.3,parallel,turn+180,0.1073,0.0
0.75,1.3,parallel,turn-30,0.6813,0.025
0.75,1.3,parallel,turn-60,1.0,0.05
0.75,1.3,parallel,turn-90,0.6621,0.025
0.75,1.3,parallel,turn-120,0.0,0.0
0.75,1.3,parallel,turn-180,0.3058,0.0
0.8,1.3,parallel,straight,0.1834,0.0
0.8,1.3,parallel,turn+30,0.1672,0.0
0.8,1.3,parallel,turn+60,0.1566,0.0
0.8,1.3,parallel,turn+90,0.1512,0.0
0.8,1.3,parallel,turn+120,0.0955,0.0
0.8,1.3,parallel,turn+180,0.1692,0.0
0.8,1.3,parallel,turn-30,0.2647,0.0
0.8,1.3,parallel,turn-60,0.0,0.0
0.8,1.3,parallel,turn-90,0.0,0.0
0.8,1.3,parallel,turn-120,1.0,0.025
0.8,1.3,parallel,turn-180,0.4947,0.0
0.85,1.3,parallel,straight,0.4103,0.0
0.85,1.3,parallel,turn+30,0.3455,0.0
0.85,1.3,parallel,turn+60,0.3273,0.0
0.85,1.3,parallel,turn+90,0.3178,0.0
0.85,1.3,parallel,turn+120,0.193,0.0
0.85,1.3,parallel,turn+180,0.3485,0.0
0.85,1.3,parallel,turn-30,0.5314,0.025
0.85,1.3,parallel,turn-60,0.0,0.0
0.85,1.3,parallel,turn-90,0.0,0.0
0.85,1.3,parallel,turn-120,0.2208,0.0
0.85,1.3,parallel,turn-180,1.0,0.025
0.9,1.3,parallel,straight,0.3128,0.0
0.9,1.3,parallel,turn+30,0.2478,0.0
0.9,1.3,parallel,turn+60,0.2373,0.0
0.9,1.3,parallel,turn+90,0.2316,0.0
0.9,1.3,parallel,turn+120,0.1356,0.0
0.9,1.3,parallel,turn+180,0.2482,0.0
0.9,1.3,parallel,turn-30,0.3696,0.0
0.9,1.3,parallel,turn-60,0.0,0.0
0.9,1.3,parallel,turn-90,0.0,0.0
0.9,1.3,parallel,turn-120,0.1537,0.0
0.9,1.3,parallel,turn-180,1.0,0.05
0.95,1.3,parallel,straight,0.3439,0.0
0.95,1.3,parallel,turn+30,0.2757,0.0
0.95,1.3,parallel,turn+60,0.2517,0.0
0.95,1.3,parallel,turn+90,0.2469,0.0
0.95,1.3,parallel,turn+120,0.1397,0.0
0.95,1.3,parallel,turn+180,0.3781,0.0
0.95,1.3,parallel,turn-30,0.3752,0.0
0.95,1.3,parallel,turn-60,0.0,0.0
0.95,1.3,parallel,turn-90,0.0,0.0
0.95,1.3,parallel,turn-120,0.0,0.0
0.95,1.3,parallel,turn-180,1.0,0.05
1.0,1.3,parallel,straight,0.9595,0.025
1.0,1.3,parallel,turn+30,0.4949,0.0
1.0,1.3,parallel,turn+60,0.2923,0.0
1.0,1.3,parallel,turn+90,0.2309,0.0
1.0,1.3,parallel,turn+120,0.2252,0.0
1.0,1.3,parallel,turn+180,0.1608,0.0
1.0,1.3,parallel,turn-30,1.0,0.025
1.0,1.3,parallel,turn-60,0.9312,0.025
1.0,1.3,parallel,turn-90,0.0,0.0
1.0,1.3,parallel,turn-120,0.0,0.0
1.0,1.3,parallel,turn-180,0.6914,0.025
1.05,1.3,parallel,straight,0.9851,0.025
1.05,1.3,parallel,turn+30,0.5402,0.025
1.05,1.3,parallel,turn+60,0.4379,0.0
1.05,1.3,parallel,turn+90,0.2509,0.0
1.05,1.3,parallel,turn+120,0.228,0.0
1.05,1.3,parallel,turn+180,0.1615,0.0
1.05,1.3,parallel,turn-30,1.0,0.025
1.05,1.3,parallel,turn-60,0.0,0.0
1.05,1.3,parallel,turn-90,0.0,0.0
1.05,1.3,parallel,turn-120,0.0,0.0
1.05,1.3,parallel,turn-180,0.6901,0.025
1.1,1.3,parallel,straight,0.2934,0.0
1.1,1.3,parallel,turn+30,0.2974,0.0
1.1,1.3,parallel,turn+60,0.2966,0.0
1.1,1.3,parallel,turn+90,0.2939,0.0
1.1,1.3,parallel,turn+120,0.4145,0.0
1.1,1.3,parallel,turn+180,0.3378,0.0
1.1,1.3,parallel,turn-30,0.2846,0.0
1.1,1.3,parallel,turn-60,0.0,0.0
1.1,1.3,parallel,turn-90,1.0,0.025
1.1,1.3,parallel,turn-120,0.2427,0.0
1.1,1.3,parallel,turn-180,0.7399,0.05
1.15,1.3,parallel,straight,0.2933,0.0
1.15,1.3,parallel,turn+30,0.3067,0.0
1.15,1.3,parallel,turn+60,0.313,0.0
1.15,1.3,parallel,turn+90,0.3135,0.0
1.15,1.3,parallel,turn+120,0.2573,0.0
1.15,1.3,parallel,turn+180,0.3431,0.0
1.15,1.3,parallel,turn-30,0.2746,0.0
1.15,1.3,parallel,turn-60,1.0,0.025
1.15,1.3,parallel,turn-90,0.9997,0.025
1.15,1.3,parallel,turn-120,0.1988,0.0
1.15,1.3,parallel,turn-180,0.7136,0.05
1.2,1.3,parallel,straight,0.2968,0.0
1.2,1.3,parallel,turn+30,0.3202,0.0
1.2,1.3,parallel,turn+60,0.3364,0.0
1.2,1.3,parallel,turn+90,0.3415,0.0
1.2,1.3,parallel,turn+120,0.2517,0.0
1.2,1.3,parallel,turn+180,0.3512,0.0
1.2,1.3,parallel,turn-30,0.2581,0.0
1.2,1.3,parallel,turn-60,1.0,0.025
1.2,1.3,parallel,turn-90,0.0,0.0
1.2,1.3,parallel,turn-120,0.1915,0.0
1.2,1.3,parallel,turn-180,0.6402,0.05
1.25,1.3,parallel,straight,0.298,0.0
1.25,1.3,parallel,turn+30,0.3331,0.0
1.25,1.3,parallel,turn+60,0.3605,0.0
1.25,1.3,parallel,turn+90,0.3706,0.0
1.25,1.3,parallel,turn+120,0.2539,0.0
1.25,1.3,parallel,turn+180,0.3551,0.0
1.25,1.3,parallel,turn-30,0.0,0.0
1.25,1.3,parallel,turn-60,1.0,0.025
1.25,1.3,parallel,turn-90,0.0,0.0
1.25,1.3,parallel,turn-120,0.1835,0.0
1.25,1.3,parallel,turn-180,0.5897,0.05
1.3,1.3,parallel,straight,0.5027,0.025
1.3,1.3,parallel,turn+30,0.4731,0.0
1.3,1.3,parallel,turn+60,0.4517,0.0
1.3,1.3,parallel,turn+90,0.4404,0.0
1.3,1.3,parallel,turn+120,0.4394,0.0
1.3,1.3,parallel,turn+180,0.0,0.0
1.3,1.3,parallel,turn-30,0.5385,0.025
1.3,1.3,parallel,turn-60,0.5785,0.025
1.3,1.3,parallel,turn-90,0.0,0.0
1.3,1.3,parallel,turn-120,0.0,0.0
1.3,1.3,parallel,turn-180,1.0,0.025
1.35,1.3,parallel,straight,0.5137,0.025
1.35,1.3,parallel,turn+30,0.4902,0.0
1.35,1.3,parallel,turn+60,0.4741,0.0
1.35,1.3,parallel,turn+90,0.4666,0.0
1.35,1.3,parallel,turn+120,0.4686,0.0
1.35,1.3,parallel,turn+180,0.0,0.0
1.35,1.3,parallel,turn-30,0.543,0.025
1.35,1.3,parallel,turn-60,0.5762,0.025
1.35,1.3,parallel,turn-90,0.0,0.0
1.35,1.3,parallel,turn-120,0.0,0.0
1.35,1.3,parallel,turn-180,1.0,0.025
1.4,1.3,parallel,straight,0.5236,0.025
1.4,1.3,parallel,turn+30,0.5066,0.025
1.4,1.3,parallel,turn+60,0.4961,0.0
1.4,1.3,parallel,turn+90,0.4933,0.0
1.4,1.3,parallel,turn+120,0.4989,0.0
1.4,1.3,parallel,turn+180,0.0,0.0
1.4,1.3,parallel,turn-30,0.5461,0.025
1.4,1.3,parallel,turn-60,0.5726,0.025
1.4,1.3,parallel,turn-90,0.0,0.0
1.4,1.3,parallel,turn-120,0.0,0.0
1.4,1.3,parallel,turn-180,1.0,0.025
1.45,1.3,parallel,straight,0.5322,0.025
1.45,1.3,parallel,turn+30,0.5219,0.025
1.45,1.3,parallel,turn+60,0.5175,0.025
1.45,1.3,parallel,turn+90,0.5198,0.025
1.45,1.3,parallel,turn+120,0.5292,0.025
1.45,1.3,parallel,turn+180,0.0,0.0
1.45,1.3,parallel,turn-30,0.5477,0.025
1.45,1.3,parallel,turn-60,0.5673,0.025
1.45,1.3,parallel,turn-90,0.0,0.0
1.45,1.3,parallel,turn-120,0.0,0.0
1.45,1.3,parallel,turn-180,1.0,0.025
1.5,1.3,parallel,straight,0.5393,0.025
1.5,1.3,parallel,turn+30,0.536,0.025
1.5,1.3,parallel,turn+60,0.5381,0.025
1.5,1.3,parallel,turn+90,0.5458,0.025
1.5,1.3,parallel,turn+120,0.5594,0.025
1.5,1.3,parallel,turn+180,0.0,0.0
1.5,1.3,parallel,turn-30,0.5475,0.025
1.5,1.3,parallel,turn-60,0.5604,0.025
1.5,1.3,parallel,turn-90,0.0,0.0
1.5,1.3,parallel,turn-120,0.0,0.0
1.5,1.3,parallel,turn-180,1.0,0.025
0.75,1.3,crossing,straight,0.3673,0.0
0.75,1.3,crossing,turn+30,0.3871,0.0
0.75,1.3,crossing,turn+60,0.3983,0.0
0.75,1.3,crossing,turn+90,0.0,0.0
0.75,1.3,crossing,turn+120,0.7689,0.025
0.75,1.3,crossing,turn+180,1.0,0.025
0.75,1.3,crossing,turn-30,0.3333,0.0
0.75,1.3,crossing,turn-60,0.4278,0.0
0.75,1.3,crossing,turn-90,0.3685,0.0
0.75,1.3,crossing,turn-120,0.2921,0.0
0.75,1.3,crossing,turn-180,0.25,0.0
0.8,1.3,crossing,straight,0.3486,0.0
0.8,1.3,crossing,turn+30,0.3588,0.0
0.8,1.3,crossing,turn+60,0.3654,0.0
0.8,1.3,crossing,turn+90,0.0,0.0
0.8,1.3,crossing,turn+120,0.798,0.025
0.8,1.3,crossing,turn+180,1.0,0.025
0.8,1.3,crossing,turn-30,0.5077,0.025
0.8,1.3,crossing,turn-60,0.433,0.0
0.8,1.3,crossing,turn-90,0.377,0.0
0.8,1.3,crossing,turn-120,0.3219,0.0
0.8,1.3,crossing,turn-180,0.3058,0.0
0.85,1.3,crossing,straight,0.3042,0.0
0.85,1.3,crossing,turn+30,0.3073,0.0
0.85,1.3,crossing,turn+60,0.3132,0.0
0.85,1.3,crossing,turn+90,0.0,0.0
0.85,1.3,crossing,turn+120,0.8431,0.025
0.85,1.3,crossing,turn+180,1.0,0.025
0.85,1.3,crossing,turn-30,0.5063,0.025
0.85,1.3,crossing,turn-60,0.4378,0.0
0.85,1.3,crossing,turn-90,0.3855,0.0
0.85,1.3,crossing,turn-120,0.3492,0.0
0.85,1.3,crossing,turn-180,0.3658,0.0
0.9,1.3,crossing,straight,0.812,0.05
0.9,1.3,crossing,turn+30,0.9436,0.025
0.9,1.3,crossing,turn+60,1.0,0.025
0.9,1.3,crossing,turn+90,0.0,0.0
0.9,1.3,crossing,turn+120,0.0,0.0
0.9,1.3,crossing,turn+180,0.5193,0.025
0.9,1.3,crossing,turn-30,0.7636,0.05
0.9,1.3,crossing,turn-60,0.5893,0.025
0.9,1.3,crossing,turn-90,0.3322,0.0
0.9,1.3,crossing,turn-120,0.3144,0.0
0.9,1.3,crossing,turn-180,0.2015,0.0
0.95,1.3,crossing,straight,0.5651,0.025
0.95,1.3,crossing,turn+30,0.9032,0.025
0.95,1.3,crossing,turn+60,0.9543,0.025
0.95,1.3,crossing,turn+90,0.0,0.0
0.95,1.3,crossing,turn+120,0.0,0.0
0.95,1.3,crossing,turn+180,1.0,0.025
0.95,1.3,crossing,turn-30,0.5026,0.025
0.95,1.3,crossing,turn-60,0.4466,0.0
0.95,1.3,crossing,turn-90,0.4026,0.0
0.95,1.3,crossing,turn-120,0.3746,0.0
0.95,1.3,crossing,turn-180,0.4419,0.0
1.0,1.3,crossing,straight,0.556,0.025
1.0,1.3,crossing,turn+30,0.7908,0.025
1.0,1.3,crossing,turn+60,0.9392,0.025
1.0,1.3,crossing,turn+90,0.0,0.0
1.0,1.3,crossing,turn+120,0.0,0.0
1.0,1.3,crossing,turn+180,1.0,0.025
1.0,1.3,crossing,turn-30,0.5001,0.025
1.0,1.3,crossing,turn-60,0.4505,0.0
1.0,1.3,crossing,turn-90,0.4111,0.0
1.0,1.3,crossing,turn-120,0.454,0.0
1.0,1.3,crossing,turn-180,0.4839,0.0
1.05,1.3,crossing,straight,0.5465,0.025
1.05,1.3,crossing,turn+30,0.658,0.025
1.05,1.3,crossing,turn+60,0.9257,0.025
1.05,1.3,crossing,turn+90,0.0,0.0
1.05,1.3,crossing,turn+120,0.0,0.0
1.05,1.3,crossing,turn+180,1.0,0.025
1.05,1.3,crossing,turn-30,0.4972,0.0
1.05,1.3,crossing,turn-60,0.454,0.0
1.05,1.3,crossing,turn-90,0.4197,0.0
1.05,1.3,crossing,turn-120,0.5713,0.05
1.05,1.3,crossing,turn-180,0.525,0.025
1.1,1.3,crossing,straight,0.5369,0.025
1.1,1.3,crossing,turn+30,0.5833,0.025
1.1,1.3,crossing,turn+60,0.8229,0.025
1.1,1.3,crossing,turn+90,0.0,0.0
1.1,1.3,crossing,turn+120,0.0,0.0
1.1,1.3,crossing,turn+180,1.0,0.025
1.1,1.3,crossing,turn-30,0.494,0.0
1.1,1.3,crossing,turn-60,0.4572,0.0
1.1,1.3,crossing,turn-90,0.4291,0.0
1.1,1.3,crossing,turn-120,0.9826,0.05
1.1,1.3,crossing,turn-180,0.5649,0.025
1.15,1.3,crossing,straight,0.4468,0.0
1.15,1.3,crossing,turn+30,0.4814,0.0
1.15,1.3,crossing,turn+60,0.5519,0.025
1.15,1.3,crossing,turn+90,0.0,0.0
1.15,1.3,crossing,turn+120,0.0,0.0
1.15,1.3,crossing,turn+180,0.848,0.025
1.15,1.3,crossing,turn-30,0.4156,0.0
1.15,1.3,crossing,turn-60,0.3899,0.0
1.15,1.3,crossing,turn-90,0.3715,0.0
1.15,1.3,crossing,turn-120,1.0,0.025
1.15,1.3,crossing,turn-180,0.5116,0.025
1.2,1.3,crossing,straight,0.5164,0.025
1.2,1.3,crossing,turn+30,0.5521,0.025
1.2,1.3,crossing,turn+60,0.5907,0.025
1.2,1.3,crossing,turn+90,0.0,0.0
1.2,1.3,crossing,turn+120,0.0,0.0
1.2,1.3,crossing,turn+180,1.0,0.05
1.2,1.3,crossing,turn-30,0.4857,0.0
1.2,1.3,crossing,turn-60,0.4619,0.0
1.2,1.3,crossing,turn-90,0.4468,0.0
1.2,1.3,crossing,turn-120,0.4808,0.0
1.2,1.3,crossing,turn-180,0.7846,0.025
1.25,1.3,crossing,straight,0.3464,0.0
1.25,1.3,crossing,turn+30,0.3676,0.0
1.25,1.3,crossing,turn+60,0.3916,0.0
1.25,1.3,crossing,turn+90,0.0,0.0
1.25,1.3,crossing,turn+120,0.0,0.0
1.25,1.3,crossing,turn+180,0.6521,0.025
1.25,1.3,crossing,turn-30,0.3293,0.0
1.25,1.3,crossing,turn-60,0.3175,0.0
1.25,1.3,crossing,turn-90,0.3118,0.0
1.25,1.3,crossing,turn-120,1.0,0.025
1.25,1.3,crossing,turn-180,0.6405,0.025
1.3,1.3,crossing,straight,0.4969,0.0
1.3,1.3,crossing,turn+30,0.5235,0.025
1.3,1.3,crossing,turn+60,0.5559,0.025
1.3,1.3,crossing,turn+90,0.0,0.0
1.3,1.3,crossing,turn+120,0.0,0.0
1.3,1.3,crossing,turn+180,0.961,0.025
1.3,1.3,crossing,turn-30,0.4777,0.0
1.3,1.3,crossing,turn-60,0.4669,0.0
1.3,1.3,crossing,turn-90,0.4656,0.0
1.3,1.3,crossing,turn-120,0.4742,0.0
1.3,1.3,crossing,turn-180,1.0,0.025
1.35,1.3,crossing,straight,0.0,0.0
1.35,1.3,crossing,turn+30,0.0,0.0
1.35,1.3,crossing,turn+60,0.0,0.0
1.35,1.3,crossing,turn+90,0.1243,0.0
1.35,1.3,crossing,turn+120,0.1243,0.0
1.35,1.3,crossing,turn+180,0.0,0.0
1.35,1.3,crossing,turn-30,1.0,0.025
1.35,1.3,crossing,turn-60,0.3491,0.0
1.35,1.3,crossing,turn-90,0.0,0.0
1.35,1.3,crossing,turn-120,0.2259,0.0
1.35,1.3,crossing,turn-180,0.414,0.0
1.4,1.3,crossing,straight,0.0,0.0
1.4,1.3,crossing,turn+30,0.0,0.0
1.4,1.3,crossing,turn+60,0.0,0.0
1.4,1.3,crossing,turn+90,0.1237,0.0
1.4,1.3,crossing,turn+120,0.1237,0.0
1.4,1.3,crossing,turn+180,0.0,0.0
1.4,1.3,crossing,turn-30,1.0,0.025
1.4,1.3,crossing,turn-60,0.3445,0.0
1.4,1.3,crossing,turn-90,0.357,0.0
1.4,1.3,crossing,turn-120,0.2405,0.0
1.4,1.3,crossing,turn-180,0.4284,0.0
1.45,1.3,crossing,straight,0.0,0.0
1.45,1.3,crossing,turn+30,0.0,0.0
1.45,1.3,crossing,turn+60,0.0,0.0
1.45,1.3,crossing,turn+90,0.1249,0.0
1.45,1.3,crossing,turn+120,0.1249,0.0
1.45,1.3,crossing,turn+180,0.0,0.0
1.45,1.3,crossing,turn-30,0.0,0.0
1.45,1.3,crossing,turn-60,1.0,0.025
1.45,1.3,crossing,turn-90,0.356,0.0
1.45,1.3,crossing,turn-120,0.0,0.0
1.45,1.3,crossing,turn-180,0.449,0.0
1.5,1.3,crossing,straight,0.0,0.0
1.5,1.3,crossing,turn+30,0.4382,0.0
1.5,1.3,crossing,turn+60,0.5496,0.05
1.5,1.3,crossing,turn+90,0.0,0.0
1.5,1.3,crossing,turn+120,0.0,0.0
1.5,1.3,crossing,turn+180,1.0,0.025
1.5,1.3,crossing,turn-30,0.0,0.0
1.5,1.3,crossing,turn-60,0.0,0.0
1.5,1.3,crossing,turn-90,0.7246,0.075
1.5,1.3,crossing,turn-120,0.7246,0.475
1.5,1.3,crossing,turn-180,0.0,0.0
